State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population
Andhra Pradesh,Visakhapatnam,2022-02-25,2022,2,Car,Battery Electric (BEV),Tata Motors,5,25.0,53000000
Kerala,Thiruvananthapuram,2025-04-25,2025,4,2W,Battery Electric (BEV),Ather Energy,19,81.0,35000000
Madhya Pradesh,Indore,2024-10-15,2024,10,2W,Battery Electric (BEV),Bajaj Auto,55,70.0,85000000
Kerala,Kozhikode,2020-04-25,2020,4,Commercial,Battery Electric (BEV),Tata Motors,0,30.0,35000000
Himachal Pradesh,Shimla,2022-08-15,2022,8,Commercial,Battery Electric (BEV),Mahindra Electric,0,26.0,7500000
Uttarakhand,Haridwar,2025-06-24,2025,6,Bus,Battery Electric (BEV),Tata Motors,0,25.0,11000000
Andhra Pradesh,,2022-05-03,2022,5,2W,Battery Electric (BEV),Ather Energy,17,42.0,53000000
Chhattisgarh,,2023-02-11,2023,2,Bus,,,0,,30000000
Telangana,Warangal,2018-10-03,2018,10,2W,Battery Electric (BEV),Bajaj Auto,3,14.0,39000000
Uttarakhand,Dehradun,2023-12-10,2023,12,Bus,Battery Electric (BEV),Tata Motors,0,22.0,11000000
Chandigarh,Chandigarh,2022-03-01,2022,3,3W,Battery Electric (BEV),Piaggio,0,26.0,1200000
Haryana,Gurugram,2025-03-13,2025,3,3W,Battery Electric (BEV),Mahindra Electric,4,52.0,30000000
Jammu and Kashmir,Srinagar,2021-08-24,2021,8,2W,Plug-in Hybrid (PHEV),Hero Electric,0,25.0,13000000
Haryana,Faridabad,2024-11-20,2024,11,Car,Battery Electric (BEV),BYD,4,87.0,30000000
Chhattisgarh,Raipur,2025-03-19,2025,3,2W,Battery Electric (BEV),Bajaj Auto,9,37.0,30000000
Maharashtra,Nashik,2020-08-14,2020,8,3W,Battery Electric (BEV),Mahindra Electric,2,65.0,123000000
Andhra Pradesh,Vijayawada,2024-02-26,2024,2,Commercial,Battery Electric (BEV),Ashok Leyland,2,64.0,53000000
Gujarat,Surat,2019-02-19,2019,2,Car,Plug-in Hybrid (PHEV),Kia,1,44.0,71000000
Uttar Pradesh,Noida,2021-03-27,2021,3,Commercial,Battery Electric (BEV),Ashok Leyland,6,33.0,231000000
West Bengal,Siliguri,2025-01-03,2025,1,2W,Battery Electric (BEV),Ola Electric,48,98.0,99000000
Madhya Pradesh,Jabalpur,2024-01-23,2024,1,Bus,Battery Electric (BEV),Ashok Leyland,2,89.0,85000000
Gujarat,Ahmedabad,2024-02-09,2024,2,3W,Battery Electric (BEV),Kinetic Green,17,137.0,71000000
Rajasthan,Kota,2024-05-02,2024,5,Bus,Battery Electric (BEV),PMI Electro,1,76.0,81000000
Bihar,Bhagalpur,2022-02-24,2022,2,3W,Battery Electric (BEV),Piaggio,3,28.0,128000000
Madhya Pradesh,Bhopal,2024-08-06,2024,8,Commercial,Battery Electric (BEV),Eicher Motors,3,53.0,85000000
Telangana,Nizamabad,2022-08-22,2022,8,Car,Plug-in Hybrid (PHEV),Mahindra Electric,2,113.0,39000000
Madhya Pradesh,Jabalpur,2025-06-25,2025,6,Commercial,Battery Electric (BEV),Ashok Leyland,5,109.0,85000000
Karnataka,Mysuru,2022-02-09,2022,2,3W,Battery Electric (BEV),Mahindra Electric,6,107.0,67000000
Tamil Nadu,Chennai,2024-06-04,2024,6,3W,Battery Electric (BEV),Piaggio,19,62.0,77000000
Chandigarh,Chandigarh,2021-05-18,2021,5,Car,Battery Electric (BEV),Tata Motors,0,30.0,1200000
Andhra Pradesh,Vijayawada,2023-05-17,2023,5,Car,Battery Electric (BEV),MG Motor,3,42.0,53000000
Tamil Nadu,Coimbatore,2022-05-04,2022,5,Car,Battery Electric (BEV),Kia,9,67.0,77000000
Delhi,North Delhi,2025-02-17,2025,2,Commercial,Battery Electric (BEV),Ashok Leyland,2,131.0,32000000
Uttar Pradesh,,2022-05-05,2022,5,Bus,,,5,,231000000
Tamil Nadu,Madurai,2019-10-26,2019,10,3W,Battery Electric (BEV),Mahindra Electric,2,17.0,77000000
Madhya Pradesh,Gwalior,2019-11-10,2019,11,2W,Plug-in Hybrid (PHEV),TVS Motor,7 ,21.0,85000000
Jharkhand,Dhanbad,2022-04-11,2022,4,Car,Battery Electric (BEV),Kia,1,16.0,39000000
Rajasthan,Udaipur,2023-10-17,2023,10,Car,Battery Electric (BEV),Kia,6,79.0,81000000
Punjab,Ludhiana,2018-04-04,2018,4,3W,Battery Electric (BEV),Kinetic Green,0,2.0,30000000
Karnataka,Mangaluru,2023-11-10,2023,11,Bus,Battery Electric (BEV),Olectra Greentech,2,48.0,67000000
Gujarat,Ahmedabad,2023-02-02,2023,2,2W,Battery Electric (BEV),Hero Electric,77,82.0,71000000
Assam,Silchar,2021-11-21,2021,11,Bus,Battery Electric (BEV),Olectra Greentech,0,28.0,35000000
Kerala,Kozhikode,2020-06-19,2020,6,Bus,Battery Electric (BEV),PMI Electro,0,29.0,35000000
Tamil Nadu,Salem,2019-10-24,2019,10,Bus,Battery Electric (BEV),Ashok Leyland,0,12.0,77000000
Tamil Nadu,Madurai,2020-02-19,2020,2,Commercial,Battery Electric (BEV),Mahindra Electric,1,68.0,77000000
Bihar,Gaya,2025-01-20,2025,1,Car,Battery Electric (BEV),MG Motor,11,28.0,128000000
Kerala,Kozhikode,2024-02-21,2024,2,Bus,Battery Electric (BEV),PMI Electro,1,74.0,35000000
Bihar,Gaya,2020-11-24,2020,11,2W,Battery Electric (BEV),Ather Energy,3,18.0,128000000
Himachal Pradesh,Kangra,2020-11-22,2020,11,Bus,Plug-in Hybrid (PHEV),PMI Electro,0,17.0,7500000
Maharashtra,Nagpur,2022-11-05,2022,11,Bus,Battery Electric (BEV),Olectra Greentech,3,80.0,123000000
Assam,Dibrugarh,2020-05-25,2020,5,2W,Plug-in Hybrid (PHEV),Hero Electric,1,13.0,35000000
Maharashtra,Pune,2023-03-08,2023,3,2W,Battery Electric (BEV),Hero Electric,126,127.0,123000000
Chhattisgarh,Bhilai,2023-07-03,2023,7,Car,Battery Electric (BEV),Kia,1,24.0,30000000
Jharkhand,Ranchi,2021-11-15,2021,11,Bus,Plug-in Hybrid (PHEV),Ashok Leyland,0,9.0,39000000
Haryana,Panipat,2020-04-13,2020,4,Commercial,Battery Electric (BEV),Eicher Motors,0,15.0,30000000
Rajasthan,Udaipur,2018-10-21,2018,10,3W,Battery Electric (BEV),Piaggio,0,2.0,81000000
Karnataka,Mysuru,2024-12-03,2024,12,3W,Battery Electric (BEV),Bajaj Auto,11,70.0,67000000
Rajasthan,Kota,2023-08-25,2023,8,3W,Battery Electric (BEV),YC Electric,6,65.0,81000000
Jharkhand,Ranchi,2023-07-07,2023,7,2W,Battery Electric (BEV),Ather Energy,5,43.0,39000000
Jammu and Kashmir,Jammu,2024-10-22,2024,10,2W,Battery Electric (BEV),TVS Motor,3,35.0,13000000
Maharashtra,Mumbai City,2020-11-22,2020,11,Commercial,Battery Electric (BEV),Mahindra Electric,1,33.0,123000000
Gujarat,Vadodara,2021-12-01,2021,12,Car,Battery Electric (BEV),BYD,4,51.0,71000000
Jammu and Kashmir,Jammu,2021-01-23,2021,1,2W,Battery Electric (BEV),Ather Energy,1,11.0,13000000
Uttar Pradesh,Ghaziabad,2018-06-11,2018,6,Car,Battery Electric (BEV),Kia,5,10.0,231000000
Telangana,Nizamabad,2020-10-20,2020,10,Car,Battery Electric (BEV),Mahindra Electric,1,59.0,39000000
Andhra Pradesh,Vijayawada,2024-09-18,2024,9,2W,Battery Electric (BEV),Ola Electric,19,42.0,53000000
Chhattisgarh,Bilaspur,2022-08-02,2022,8,2W,Battery Electric (BEV),Bajaj Auto,2,35.0,30000000
Delhi,North Delhi,2019-07-27,2019,7,Bus,Battery Electric (BEV),Tata Motors,0,38.0,32000000
Punjab,Ludhiana,2023-04-16,2023,4,3W,Battery Electric (BEV),Piaggio,2,58.0,30000000
Chhattisgarh,Bhilai,2018-01-07,2018,1,Commercial,Battery Electric (BEV),Mahindra Electric,0,0.0,30000000
West Bengal,Siliguri,2022-10-22,2022,10,Commercial,Battery Electric (BEV),Ashok Leyland,1,40.0,99000000
Uttar Pradesh,Lucknow,2020-04-17,2020,4,Bus,Battery Electric (BEV),Tata Motors,1,77.0,231000000
Odisha,Cuttack,2020-03-23,2020,3,2W,Battery Electric (BEV),Bajaj Auto,2,15.0,46000000
Karnataka,Bengaluru Urban,2020-06-20,2020,6,Car,Battery Electric (BEV),MG Motor,2,32.0,67000000
Delhi,New Delhi,2023-07-07,2023,7,3W,Battery Electric (BEV),Mahindra Electric,5,86.0,32000000
Karnataka,Bengaluru Urban,2025-01-16,2025,1,Car,Battery Electric (BEV),Tata Motors,19,187.0,67000000
Telangana,Nizamabad,2024-06-13,2024,6,Car,Battery Electric (BEV),Tata Motors,5,89.0,39000000
Jharkhand,Ranchi,2022-08-11,2022,8,Bus,Battery Electric (BEV),Tata Motors,0,25.0,39000000
West Bengal,Siliguri,2024-11-14,2024,11,Commercial,Battery Electric (BEV),Eicher Motors,6,55.0,99000000
Madhya Pradesh,Gwalior,2024-12-14,2024,12,2W,Plug-in Hybrid (PHEV),Hero Electric,42,52.0,85000000
Madhya Pradesh,Indore,2022-08-15,2022,8,Commercial,Battery Electric (BEV),Mahindra Electric,1,61.0,85000000
Madhya Pradesh,Gwalior,2020-08-13,2020,8,2W,Plug-in Hybrid (PHEV),TVS Motor,4,21.0,85000000
Chhattisgarh,Raipur,2024-04-15,2024,4,Car,Battery Electric (BEV),Mahindra Electric,1,26.0,30000000
Haryana,Gurugram,2021-08-13,2021,8,2W,Battery Electric (BEV),Hero Electric,2,28.0,30000000
Chhattisgarh,Bhilai,2023-09-07,2023,9,2W,Battery Electric (BEV),Hero Electric,5,27.0,30000000
Odisha,Bhubaneswar,2022-04-07,2022,4,3W,Plug-in Hybrid (PHEV),Kinetic Green,2,18.0,46000000
Karnataka,Mangaluru,2023-04-13,2023,4,2W,Battery Electric (BEV),TVS Motor,42,111.0,67000000
Gujarat,Surat,2020-12-11,2020,12,Car,Battery Electric (BEV),MG Motor,2,61.0,71000000
Kerala,Ernakulam,2023-10-24,2023,10,3W,Battery Electric (BEV),Bajaj Auto,3,63.0,35000000
Himachal Pradesh,Shimla,2020-05-19,2020,5,3W,Battery Electric (BEV),Kinetic Green,0,14.0,7500000
Assam,Silchar,2022-01-17,2022,1,3W,Battery Electric (BEV),Piaggio,1,12.0,35000000
Madhya Pradesh,Jabalpur,2021-05-23,2021,5,Commercial,Battery Electric (BEV),Ashok Leyland,1,24.0,85000000
Chandigarh,Chandigarh,2020-04-14,2020,4,2W,Battery Electric (BEV),Ather Energy,0,9.0,1200000
Assam,Silchar,2022-08-14,2022,8,2W,Battery Electric (BEV),TVS Motor,4,24.0,35000000
Haryana,Faridabad,2025-05-20,2025,5,3W,Battery Electric (BEV),Bajaj Auto,4,100.0,30000000
Maharashtra,Nagpur,2023-08-04,2023,8,Bus,Battery Electric (BEV),Olectra Greentech,3,84.0,123000000
Jharkhand,Dhanbad,2021-03-06,2021,3,2W,Battery Electric (BEV),Ola Electric,2 ,0.0,39000000
Haryana,Faridabad,2021-08-19,2021,8,Car,Battery Electric (BEV),Tata Motors,1,43.0,30000000
Gujarat,Vadodara,2022-03-26,2022,3,Car,Battery Electric (BEV),Kia,7,69.0,71000000
Delhi,East Delhi,2025-05-26,2025,5,2W,Battery Electric (BEV),Hero Electric,50,140.0,32000000
Bihar,Gaya,2024-09-17,2024,9,2W,Battery Electric (BEV),Bajaj Auto,42,40.0,128000000
Madhya Pradesh,Bhopal,2019-11-17,2019,11,Car,Battery Electric (BEV),Kia,1,23.0,85000000
Assam,Dibrugarh,2022-08-03,2022,8,3W,Battery Electric (BEV),Kinetic Green,1,17.0,35000000
Himachal Pradesh,Shimla,2019-11-21,2019,11,Commercial,Plug-in Hybrid (PHEV),Mahindra Electric,0,14.0,7500000
Uttar Pradesh,Kanpur,2025-05-18,2025,5,Commercial,Battery Electric (BEV),Ashok Leyland,40,168.0,231000000
Haryana,Faridabad,2019-11-03,2019,11,Car,Battery Electric (BEV),Mahindra Electric,0,8.0,30000000
West Bengal,Kolkata,2024-06-25,2024,6,3W,Battery Electric (BEV),YC Electric,10,54.0,99000000
Karnataka,Mysuru,2021-11-20,2021,11,2W,Battery Electric (BEV),Okinawa Autotech,9,78.0,67000000
Jharkhand,Dhanbad,2020-03-08,2020,3,2W,Battery Electric (BEV),Hero Electric,1,12.0,39000000
Telangana,Nizamabad,2019-05-15,2019,5,Car,Battery Electric (BEV),Hyundai,1,44.0,39000000
Delhi,South Delhi,2024-10-19,2024,10,Commercial,Battery Electric (BEV),Eicher Motors,2,54.0,32000000
Telangana,Nizamabad,2023-01-22,2023,1,2W,Battery Electric (BEV),Bajaj Auto,29,105.0,39000000
Bihar,Bhagalpur,2023-12-02,2023,12,3W,Battery Electric (BEV),Bajaj Auto,5,15.0,128000000
Tamil Nadu,Madurai,2024-07-10,2024,7,2W,Battery Electric (BEV),Ather Energy,66,131.0,77000000
Telangana,Nizamabad,2018-10-10,2018,10,Car,Battery Electric (BEV),Mahindra Electric,0,10.0,39000000
Maharashtra,Pune,2022-09-21,2022,9,Car,Plug-in Hybrid (PHEV),Kia,10,113.0,123000000
Delhi,East Delhi,2022-09-19,2022,9,Car,Battery Electric (BEV),Hyundai,3,59.0,32000000
Karnataka,Mangaluru,2023-06-21,2023,6,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,5,52.0,67000000
Jharkhand,Jamshedpur,2022-03-24,2022,3,Car,Battery Electric (BEV),Hyundai,1,11.0,39000000
Goa,North Goa,2018-04-23,2018,4,Car,Battery Electric (BEV),Kia,0,2.0,1600000
Madhya Pradesh,Gwalior,2023-09-16,2023,9,Bus,Battery Electric (BEV),Tata Motors,1,71.0,85000000
West Bengal,Kolkata,2018-06-01,2018,6,Bus,Battery Electric (BEV),Olectra Greentech,0,12.0,99000000
Madhya Pradesh,Indore,2023-04-14,2023,4,Car,Battery Electric (BEV),BYD,7,61.0,85000000
Punjab,Ludhiana,2025-03-01,2025,3,Commercial,Battery Electric (BEV),Mahindra Electric,2,53.0,30000000
Jharkhand,Jamshedpur,2019-05-25,2019,5,2W,Battery Electric (BEV),Ola Electric,1,6.0,39000000
Kerala,Ernakulam,2021-01-12,2021,1,2W,Battery Electric (BEV),Ather Energy,4,53.0,35000000
Uttar Pradesh,Lucknow,2025-05-03,2025,5,Car,Battery Electric (BEV),Hyundai,80,166.0,231000000
Rajasthan,Kota,2023-05-04,2023,5,2W,Battery Electric (BEV),Hero Electric,40,69.0,81000000
Haryana,Faridabad,2019-07-05,2019,7,2W,Battery Electric (BEV),TVS Motor,2,5.0,30000000
Uttarakhand,Dehradun,2024-12-12,2024,12,Bus,Plug-in Hybrid (PHEV),Tata Motors,0,41.0,11000000
Telangana,Nizamabad,2021-12-08,2021,12,2W,Battery Electric (BEV),Okinawa Autotech,10,56.0,39000000
Maharashtra,Mumbai City,2022-12-21,2022,12,3W,Battery Electric (BEV),YC Electric,12,69.0,123000000
Kerala,Ernakulam,2019-10-18,2019,10,Bus,Battery Electric (BEV),Olectra Greentech,0,13.0,35000000
Rajasthan,Udaipur,2020-03-03,2020,3,3W,Battery Electric (BEV),YC Electric,1,10.0,81000000
Uttar Pradesh,Lucknow,2023-06-05,2023,6,Bus,Battery Electric (BEV),Ashok Leyland,8,86.0,231000000
Tamil Nadu,Salem,2021-07-01,2021,7,Bus,Battery Electric (BEV),Tata Motors,0,67.0,77000000
Haryana,Gurugram,2023-05-02,2023,5,3W,Battery Electric (BEV),Bajaj Auto,3,78.0,30000000
Karnataka,Mangaluru,2024-06-16,2024,6,2W,Battery Electric (BEV),Ather Energy,71,92.0,67000000
Bihar,Gaya,2019-12-15,2019,12,Commercial,Battery Electric (BEV),Eicher Motors,0,19.0,128000000
Jammu and Kashmir,Jammu,2020-12-09,2020,12,2W,Battery Electric (BEV),Bajaj Auto,0,14.0,13000000
Karnataka,Mangaluru,2024-03-08,2024,3,Bus,Battery Electric (BEV),Tata Motors,3,155.0,67000000
tamil nadu,Coimbatore,2022-02-10,2022,2,3W,Battery Electric (BEV),Bajaj Auto,7,77.0,77000000
Telangana,Warangal,2019-09-01,2019,9,2W,Battery Electric (BEV),Hero Electric,5,11.0,39000000
Delhi,East Delhi,2018-12-12,2018,12,Car,Battery Electric (BEV),Tata Motors,1,3.0,32000000
Karnataka,Mangaluru,2020-11-10,2020,11,3W,Battery Electric (BEV),Mahindra Electric,2,44.0,67000000
Goa,North Goa,2020-03-26,2020,3,3W,Battery Electric (BEV),Bajaj Auto,0,8.0,1600000
MAHARASHTRA,Thane,2020-06-17,2020,6,Commercial,Battery Electric (BEV),Ashok Leyland,1,50.0,123000000
Odisha,Cuttack,2018-03-18,2018,3,2W,Battery Electric (BEV),Hero Electric,1,16.0,46000000
Kerala,Thiruvananthapuram,2024-07-19,2024,7,Commercial,Battery Electric (BEV),Tata Motors,1,53.0,35000000
Assam,Dibrugarh,2024-06-02,2024,6,Bus,Battery Electric (BEV),Ashok Leyland,0,31.0,35000000
Maharashtra,Pune,2022-07-27,2022,7,Commercial,Battery Electric (BEV),Tata Motors,5,113.0,123000000
Jharkhand,Jamshedpur,2018-10-08,2018,10,3W,Battery Electric (BEV),Bajaj Auto,0,11.0,39000000
Andhra Pradesh,Guntur,2025-04-23,2025,4,Commercial,Battery Electric (BEV),Ashok Leyland,5,63.0,53000000
Chandigarh,Chandigarh,2024-01-08,2024,1,3W,Battery Electric (BEV),Bajaj Auto,0,35.0,1200000
WB,Durgapur,2024-04-13,2024,4,Bus,Battery Electric (BEV),Ashok Leyland,2,46.0,99000000
Rajasthan,Jaipur,2020-01-13,2020,1,3W,Battery Electric (BEV),Kinetic Green,1,20.0,81000000
UP,Noida,2023-03-20,2023,3,Bus,Battery Electric (BEV),Tata Motors,8,131.0,231000000
Andhra Pradesh,Vijayawada,2024-02-27,2024,2,2W,Battery Electric (BEV),Hero Electric,23,72.0,53000000
Madhya Pradesh,Bhopal,2019-08-19,2019,8,3W,Battery Electric (BEV),Piaggio,1,17.0,85000000
Kerala,Kozhikode,2022-08-14,2022,8,3W,Battery Electric (BEV),Piaggio,1,26.0,35000000
Tamil Nadu,Madurai,2023-09-16,2023,9,2W,Battery Electric (BEV),Ather Energy,39,110.0,77000000
Gujarat,Vadodara,2019-01-18,2019,1,Car,Battery Electric (BEV),Tata Motors,2,31.0,71000000
DELHI,New Delhi,2018-02-16,2018,2,Commercial,Battery Electric (BEV),Ashok Leyland,0,8.0,32000000
Andhra Pradesh,Vijayawada,2025-02-09,2025,2,Car,Battery Electric (BEV),MG Motor,10,43.0,53000000
Chandigarh,Chandigarh,2018-01-17,2018,1,2W,Battery Electric (BEV),Bajaj Auto,0,10.0,1200000
Madhya Pradesh,Jabalpur,2023-08-15,2023,8,Car,Battery Electric (BEV),BYD,5,33.0,85000000
Telangana,Warangal,2024-06-08,2024,6,Commercial,Battery Electric (BEV),Eicher Motors,3,80.0,39000000
Maharashtra,,2020-11-26,2020,11,Car,,BYD,3,,123000000
Rajasthan,,2020-03-25,2020,3,Commercial,,Mahindra Electric,0,,81000000
Gujarat,Surat,2020-03-01,2020,3,Car,Battery Electric (BEV),Hyundai,2,37.0,71000000
Tamil Nadu,Coimbatore,2022-10-03,2022,10,Bus,Battery Electric (BEV),Tata Motors,1,111.0,77000000
Karnataka,Mysuru,2023-09-27,2023,9,Commercial,Battery Electric (BEV),Ashok Leyland,2,99.0,67000000
Andhra Pradesh,Vijayawada,2022-06-10,2022,6,Commercial,Battery Electric (BEV),Tata Motors,1,42.0,53000000
Assam,Guwahati,2019-06-25,2019,6,2W,Battery Electric (BEV),Ather Energy,1,0.0,35000000
Telangana,Warangal,2022-04-18,2022,4,2W,Battery Electric (BEV),Bajaj Auto,23,85.0,39000000
Gujarat,Rajkot,2018-12-22,2018,12,Car,Battery Electric (BEV),BYD,2,27.0,71000000
Andhra Pradesh,Visakhapatnam,2024-01-15,2024,1,3W,Battery Electric (BEV),Kinetic Green,9,37.0,53000000
Karnataka,Mangaluru,2025-06-22,2025,6,Commercial,Battery Electric (BEV),Ashok Leyland,6,128.0,67000000
Maharashtra,Mumbai City,2021-08-17,2021,8,Commercial,Plug-in Hybrid (PHEV),Tata Motors,2,35.0,123000000
West Bengal,Siliguri,2022-02-18,2022,2,3W,Battery Electric (BEV),Kinetic Green,6,50.0,99000000
Orissa,Cuttack,2022-09-26,2022,9,Car,Battery Electric (BEV),Tata Motors,1,17.0,46000000
Rajasthan,Jaipur,2022-04-16,2022,4,Commercial,Battery Electric (BEV),Mahindra Electric,2,32.0,81000000
Chhattisgarh,Bilaspur,2022-10-27,2022,10,2W,Battery Electric (BEV),Okinawa Autotech,5,17.0,30000000
Assam,Guwahati,2020-11-08,2020,11,2W,Battery Electric (BEV),Bajaj Auto,1,14.0,35000000
Bihar,Patna,2025-04-21,2025,4,Bus,Battery Electric (BEV),Olectra Greentech,1,63.0,128000000
Goa,South Goa,2018-08-21,2018,8,2W,Battery Electric (BEV),Okinawa Autotech,0,0.0,1600000
Haryana,Gurugram,2022-06-08,2022,6,Car,Battery Electric (BEV),Mahindra Electric,1,56.0,30000000
Rajasthan,Udaipur,2023-01-19,2023,1,Bus,Battery Electric (BEV),Ashok Leyland,1,22.0,81000000
Jharkhand,Dhanbad,2025-05-02,2025,5,3W,Battery Electric (BEV),Kinetic Green,3,28.0,39000000
Bihar,Patna,2018-05-18,2018,5,3W,Battery Electric (BEV),Piaggio,0,1.0,128000000
Delhi,East Delhi,2020-06-02,2020,6,Bus,Battery Electric (BEV),Olectra Greentech,0,23.0,32000000
Telangana,Hyderabad,2021-05-09,2021,5,2W,Battery Electric (BEV),Ola Electric,8,53.0,39000000
Gujarat,Surat,2021-03-18,2021,3,2W,Battery Electric (BEV),TVS Motor,18,37.0,71000000
Gujarat,Ahmedabad,2024-09-16,2024,9,Car,Plug-in Hybrid (PHEV),MG Motor,15,168.0,71000000
Assam,Dibrugarh,2024-03-03,2024,3,Commercial,Battery Electric (BEV),Mahindra Electric,1,10.0,35000000
Uttar Pradesh,Lucknow,2023-03-16,2023,3,3W,Battery Electric (BEV),YC Electric,38,149.0,231000000
West Bengal,Kolkata,2024-02-02,2024,2,2W,Battery Electric (BEV),Ather Energy,72,92.0,99000000
Karnataka,Bengaluru Urban,2024-10-01,2024,10,2W,Battery Electric (BEV),TVS Motor,37,154.0,67000000
Telangana,Hyderabad,2022-11-15,2022,11,Commercial,Battery Electric (BEV),Ashok Leyland,1,122.0,39000000
Bihar,Bhagalpur,2024-02-08,2024,2,2W,Battery Electric (BEV),Bajaj Auto,47,40.0,128000000
Jammu and Kashmir,Jammu,2024-01-10,2024,1,2W,Battery Electric (BEV),Ather Energy,4,32.0,13000000
Madhya Pradesh,Indore,2025-04-15,2025,4,Commercial,Battery Electric (BEV),Ashok Leyland,4,34.0,85000000
West Bengal,Kolkata,2021-03-12,2021,3,2W,Plug-in Hybrid (PHEV),Hero Electric,10,29.0,99000000
Chandigarh,Chandigarh,2019-01-13,2019,1,3W,Battery Electric (BEV),Kinetic Green,0,6.0,1200000
Himachal Pradesh,Kangra,2018-10-01,2018,10,Bus,Battery Electric (BEV),PMI Electro,0,2.0,7500000
Delhi,East Delhi,2025-04-22,2025,4,Commercial,Battery Electric (BEV),Eicher Motors,2,177.0,32000000
Punjab,Ludhiana,2023-05-07,2023,5,2W,Battery Electric (BEV),TVS Motor,12,49.0,30000000
Maharashtra,Pune,2018-05-07,2018,5,Commercial,Battery Electric (BEV),Mahindra Electric,1,17.0,123000000
Assam,Silchar,2019-11-27,2019,11,2W,Battery Electric (BEV),Ola Electric,1,15.0,35000000
Kerala,Thiruvananthapuram,2021-05-11,2021,5,2W,Battery Electric (BEV),TVS Motor,4,20.0,35000000
Delhi,New Delhi,2020-02-08,2020,2,3W,Battery Electric (BEV),Bajaj Auto,1,47.0,32000000
Assam,Guwahati,2018-04-06,2018,4,Car,Plug-in Hybrid (PHEV),Tata Motors,0,3.0,35000000
Tamil Nadu,Madurai,2021-01-14,2021,1,2W,Battery Electric (BEV),TVS Motor,6,37.0,77000000
Chhattisgarh,Bilaspur,2021-03-05,2021,3,3W,Plug-in Hybrid (PHEV),Kinetic Green,0,10.0,30000000
Chhattisgarh,Bilaspur,2020-09-04,2020,9,Bus,Battery Electric (BEV),Tata Motors,0,6.0,30000000
Kerala,Ernakulam,2020-03-14,2020,3,2W,Battery Electric (BEV),TVS Motor,1,24.0,35000000
Delhi,North Delhi,2022-02-08,2022,2,Commercial,Battery Electric (BEV),Mahindra Electric,1,72.0,32000000
Madhya Pradesh,Bhopal,2022-12-22,2022,12,3W,Battery Electric (BEV),Mahindra Electric,6,57.0,85000000
Goa,South Goa,2020-10-22,2020,10,Commercial,Battery Electric (BEV),Tata Motors,0,3.0,1600000
Jharkhand,Ranchi,2018-06-26,2018,6,Car,Battery Electric (BEV),BYD,0,2.0,39000000
Goa,South Goa,2023-12-04,2023,12,3W,Battery Electric (BEV),Piaggio,0,15.0,1600000
Andhra Pradesh,Vijayawada,2018-02-18,2018,2,2W,Battery Electric (BEV),Okinawa Autotech,2,5.0,53000000
Uttar Pradesh,Kanpur,2020-01-07,2020,1,3W,Battery Electric (BEV),Piaggio,5,25.0,231000000
Karnataka,Bengaluru Urban,2023-07-26,2023,7,Bus,Battery Electric (BEV),PMI Electro,2,120.0,67000000
Chhattisgarh,Bilaspur,2019-01-01,2019,1,2W,Battery Electric (BEV),Ola Electric,1,4.0,30000000
Punjab,,2022-03-11,2022,3,3W,Battery Electric (BEV),Piaggio,2,,30000000
Odisha,Cuttack,2020-02-22,2020,2,3W,Battery Electric (BEV),Piaggio,0,4.0,46000000
Chhattisgarh,Raipur,2022-06-20,2022,6,3W,Battery Electric (BEV),Kinetic Green,1,23.0,30000000
Punjab,Ludhiana,2019-01-10,2019,1,2W,Battery Electric (BEV),Ola Electric,2,26.0,30000000
Madhya Pradesh,Jabalpur,2022-02-27,2022,2,Car,Battery Electric (BEV),Mahindra Electric,4,54.0,85000000
Andhra Pradesh,Visakhapatnam,2023-03-03,2023,3,Car,Battery Electric (BEV),MG Motor,4,61.0,53000000
Uttarakhand,Dehradun,2018-05-16,2018,5,Commercial,Battery Electric (BEV),Ashok Leyland,0,5.0,11000000
Odisha,Cuttack,2018-04-08,2018,4,2W,Battery Electric (BEV),Hero Electric,1 ,14.0,46000000
Bihar,Patna,2023-03-21,2023,3,Commercial,Battery Electric (BEV),Tata Motors,3,10.0,128000000
Maharashtra,Thane,2019-02-15,2019,2,Car,Battery Electric (BEV),MG Motor,3,22.0,123000000
Bihar,Gaya,2022-08-24,2022,8,3W,Plug-in Hybrid (PHEV),Mahindra Electric,5,20.0,128000000
Karnataka,Mysuru,2021-07-09,2021,7,Car,Battery Electric (BEV),Tata Motors,4,90.0,67000000
Punjab,Amritsar,2023-11-12,2023,11,Bus,Battery Electric (BEV),Olectra Greentech,0,67.0,30000000
Telangana,Hyderabad,2022-09-03,2022,9,Commercial,Battery Electric (BEV),Ashok Leyland,1,94.0,39000000
Uttarakhand,Dehradun,2025-03-02,2025,3,2W,Battery Electric (BEV),Bajaj Auto,4,54.0,11000000
Chhattisgarh,Bilaspur,2022-04-27,2022,4,Commercial,Battery Electric (BEV),Ashok Leyland,0,31.0,30000000
